State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,Hingham,"20,266",14,2,0,0,12,385,63,305,17,1,,,,,,
,Holbrook,"10,842",24,0,4,6,14,224,85,130,9,0,,,,,,
,Holden,"16,394",18,0,2,1,15,101,17,79,5,3,,,,,,
,Holliston,"13,941",19,0,2,2,15,46,15,26,5,1,,,,,,
,Holyoke,"39,910",507,3,54,77,373,"2,558",492,"1,804",262,15,,,,,,
,Hudson,"18,300",9,0,2,3,4,246,23,199,24,0,,,,,,
,Hull,"11,272",45,1,4,5,35,111,47,45,19,2,,,,,,
,Ipswich,"13,306",4,0,2,0,2,142,25,109,8,2,,,,,,
,Lawrence,"72,301",447,4,22,129,292,"1,730",518,613,599,,,,,,,
,Leicester,"10,822",21,0,1,3,17,131,38,70,23,1,,,,,,
,Lexington,"30,550",,0,0,4,,283,34,246,3,3,,,,,,
,Longmeadow,"15,635",10,0,3,1,6,199,51,142,6,0,,,,,,
,Lowell,"104,081",989,5,44,169,771,"3,211",576,"2,002",633,,,,,,,
,Ludlow,"21,785",49,0,2,6,41,297,63,212,22,2,,,,,,
,Lynn,"89,340",990,4,16,179,791,"2,931",677,"1,662",592,,,,,,,
,Lynnfield,"11,656",,0,1,2,,168,62,99,7,1,,,,,,
,Malden,"55,669",411,2,21,107,281,"1,474",571,700,203,3,,,,,,
,Mansfield,"22,950",47,0,2,5,40,268,65,177,26,5,,,,,,
,Marblehead,"20,397",3,0,0,2,1,179,18,158,3,7,,,,,,
,Marlborough,"37,880",130,2,13,19,96,830,130,625,75,1,,,,,,
,Marshfield,"24,710",24,0,1,0,23,259,33,205,21,0,,,,,,
,Mashpee,"14,163",,3,2,5,,303,83,196,24,2,,,,,,
,Maynard,"10,347",3,1,0,0,2,28,4,22,2,0,,,,,,
,Medfield,"12,381",4,0,0,0,4,66,12,50,4,0,,,,,,
,Medford,"54,590",87,1,9,63,14,"1,479",245,"1,061",173,,,,,,,
,Medway,"12,866",3,0,1,2,0,26,6,19,1,0,,,,,,
,Methuen,"44,732",54,0,1,9,44,827,124,603,100,1,,,,,,
,Middleboro,"20,854",49,0,2,7,40,370,70,260,40,8,,,,,,
,Milford,"27,394",64,0,16,13,35,249,63,173,13,,,,,,,
,Millbury,"13,269",35,0,7,2,26,173,52,99,22,2,,,,,,
,Milton,"25,774",19,0,0,7,12,234,50,169,15,,,,,,,
,Nantucket,"10,696",46,1,3,2,40,210,50,137,23,8,,,,,,
,Natick,"32,236",39,1,6,6,26,720,91,555,74,1,,,,,,
,Needham,"29,060",9,0,2,3,4,247,28,213,6,0,,,,,,
,New Bedford,"93,863",969,5,50,250,664,"3,207",892,"1,867",448,27,,,,,,
,Newburyport,"17,453",20,0,4,4,12,265,86,160,19,2,,,,,,
,Newton,"84,101",50,0,3,5,42,856,147,677,32,1,,,,,,
,Norfolk,"10,423",5,0,1,0,4,44,5,36,3,1,,,,,,
,North Adams,"14,296",96,0,19,9,68,452,174,257,21,0,,,,,,
,Northampton,"29,210",92,1,8,18,65,861,135,659,67,5,,,,,,
,North Andover,"27,852",11,0,0,3,8,195,30,161,4,0,,,,,,
,North Attleboro,"28,028",32,1,3,5,23,921,82,786,53,7,,,,,,
,Northborough,"14,253",5,0,0,3,2,152,35,110,7,1,,,,,,
,Northbridge,"13,669",31,0,1,4,26,156,57,84,15,3,,,,,,
,Norton,"18,963",8,0,1,1,6,180,37,129,14,0,,,,,,
,Norwell,"10,262",14,0,3,4,7,114,31,75,8,2,,,,,,
,Norwood,"28,654",,0,3,8,,507,74,385,48,1,,,,,,
,Oxford,"13,724",39,0,0,4,35,98,34,39,25,4,,,,,,
,Palmer,"12,799",40,0,1,3,36,274,97,149,28,4,,,,,,
,Peabody,"49,628",137,0,6,30,101,"1,201",196,876,129,10,,,,,,
,Pembroke,"17,629",31,0,1,2,28,267,56,194,17,2,,,,,,
,Pepperell,"11,405",13,0,0,0,13,105,17,76,12,0,,,,,,
,Quincy,"88,824",381,3,17,100,261,"1,683",516,914,253,6,,,,,,
,Randolph,"30,843",120,0,11,26,83,699,118,521,60,1,,,,,,
,Raynham,"12,536",,0,0,16,,576,44,480,52,0,,,,,,
,Reading,"23,523",16,0,0,2,14,157,32,119,6,0,,,,,,
,Rehoboth,"10,937",26,0,3,0,23,120,34,71,15,1,,,,,,
,Revere,"46,878",310,3,12,82,213,"1,826",354,"1,147",325,10,,,,,,
,Rockland,"17,921",31,0,2,17,12,328,46,246,36,,,,,,,
,Salem,"41,956",86,0,9,18,59,"1,062",181,823,58,,,,,,,
,Sandwich,"20,905",67,0,3,7,57,298,113,172,13,2,,,,,,
,Saugus,"26,421",,2,2,38,,"1,237",374,749,114,1,,,,,,
,Scituate,"18,126",19,0,1,0,18,180,42,117,21,0,,,,,,
,Seekonk,"13,730",55,0,7,6,42,553,63,454,36,1,,,,,,
,Sharon,"17,410",18,0,0,2,16,95,27,64,4,0,,,,,,
,Shrewsbury,"33,004",38,0,3,17,18,434,71,334,29,3,,,,,,
,Somerset,"18,682",60,0,5,8,47,363,50,283,30,1,,,,,,
,Somerville,"76,095",258,3,13,114,128,"1,829",468,"1,002",359,,,,,,,
,Southbridge,"17,372",71,0,9,9,53,342,139,180,23,1,,,,,,
,South Hadley,"17,368",37,0,4,5,28,206,42,142,22,0,,,,,,
,Spencer,"11,956",37,0,7,3,27,159,26,112,21,3,,,,,,
,Springfield,"151,757","2,768",17,131,690,"1,930","9,950","2,148","5,506","2,296",68,,,,,,
,Stoneham,"21,963",38,0,1,9,28,391,90,277,24,,,,,,,
,Sudbury,"17,201",10,0,1,2,7,122,19,102,1,0,,,,,,
,Swampscott,"14,414",7,0,2,3,2,259,37,215,7,0,,,,,,
,Swansea,"16,249",40,0,2,7,31,289,34,227,28,1,,,,,,
,Taunton,"56,632",288,3,12,59,214,958,239,571,148,9,,,,,,
,Tyngsboro,"11,287",10,0,0,2,8,208,48,133,27,1,,,,,,
,Uxbridge,"12,004",18,0,4,1,13,129,44,74,11,1,,,,,,
,Wakefield,"24,716",14,0,2,3,9,227,49,161,17,0,,,,,,
,Walpole,"22,462",20,0,1,1,18,260,28,223,9,1,,,,,,
,Waltham,"58,739",96,0,9,17,70,854,145,624,85,3,,,,,,
,Wareham,"21,035",,1,8,10,,613,178,384,51,,,,,,,
,Watertown,"32,828",45,0,3,18,24,553,84,415,54,1,,,,,,
,Wayland,"13,155",4,0,1,2,1,111,21,89,1,1,,,,,,
,Webster,"16,847",122,0,7,23,92,375,97,222,56,2,,,,,,
,Wellesley,"26,508",13,0,0,1,12,266,63,190,13,0,,,,,,
,Westborough,"18,762",30,0,3,5,22,269,46,195,28,9,,,,,,
,Westfield,"40,453",,0,15,6,,734,270,387,77,7,,,,,,
,Westford,"21,277",0,0,0,0,0,128,19,104,5,0,,,,,,
,Westport,"14,580",52,0,2,1,49,223,90,108,25,0,,,,,,
,West Springfield,"27,879",97,1,5,38,53,"1,532",228,"1,112",192,4,,,,,,
,Westwood,"14,076",5,0,0,1,4,142,26,101,15,1,,,,,,
,Weymouth,"54,384",137,0,8,35,94,855,186,591,78,,,,,,,
,Wilbraham,"13,830",12,0,1,1,10,232,33,176,23,1,,,,,,
,Wilmington,"21,563",44,0,7,9,28,414,71,311,32,,,,,,,
,Winchester,"21,126",16,0,3,6,7,253,47,198,8,0,,,,,,
,Woburn,"37,710",87,2,1,21,63,778,76,620,82,6,,,,,,
,Worcester,"175,244","1,383",11,129,424,819,"6,531","1,370","3,852","1,309",12,,,,,,
,Wrentham,"10,999",10,0,2,1,7,99,13,86,0,0,,,,,,
,Yarmouth,"25,126",128,0,7,11,110,552,124,407,21,4,,,,,,
MICHIGAN,Adrian,"22,125",140,1,25,24,90,862,149,684,29,6,,,,,,
,Allen Park,"28,855",59,0,9,18,32,747,155,501,91,0,,,,,,
,Alpena,"10,986",30,0,15,2,13,375,94,271,10,1,,,,,,
,Ann Arbor,"114,869",266,2,19,80,165,"3,104",748,"2,174",182,21,,,,,,
,Auburn Hills,"20,537",83,0,13,17,53,"1,251",106,"1,108",37,9,,,,,,
,Battle Creek,"63,609",657,7,83,98,469,"3,702",849,"2,672",181,26,,,,,,
,Bay City,"35,543",190,2,34,34,120,"1,134",286,755,93,11,,,,,,
,Benton Harbor,"11,046",331,3,19,37,272,799,305,411,83,6,,,,,,
,Benton Township,"16,207",112,0,23,25,64,"1,105",181,861,63,4,,,,,,
,Berkley,"15,288",13,0,0,9,4,183,24,144,15,0,,,,,,
,Beverly Hills,"10,243",8,0,0,3,5,118,22,94,2,0,,,,,,
,Big Rapids,"10,832",31,0,10,2,19,300,46,237,17,1,,,,,,
,Birmingham,"19,223",16,0,1,8,7,502,57,407,38,1,,,,,,
,Blackman Township,"24,991",70,0,16,5,49,420,48,344,28,2,,,,,,
,Bloomfield Township,"42,322",38,0,4,19,15,799,110,661,28,5,,,,,,
,Bridgeport Township,"11,527",52,0,6,4,42,360,105,229,26,7,,,,,,
,Buena Vista Township,"10,176",132,1,8,12,111,494,183,253,58,7,,,,,,
,Burton,"30,990",152,1,16,38,97,"1,486",296,"1,032",158,7,,,,,,
,Cadillac,"10,164",42,0,11,0,31,433,60,357,16,3,,,,,,
,Canton Township,"83,818",91,1,26,18,46,"1,455",240,"1,068",147,18,,,,,,
,Chesterfield Township,"41,637",36,0,4,7,25,652,100,493,59,2,,,,,,
,Clawson,"12,487",10,1,4,0,5,196,37,149,10,1,,,,,,
,Clinton Township,"95,864",311,2,20,38,251,"2,064",374,"1,423",267,9,,,,,,
,Coldwater,"10,766",50,0,9,3,38,488,69,394,25,4,,,,,,
,Davison Township,"18,299",21,0,4,2,15,386,86,252,48,1,,,,,,
,Dearborn,"96,983","1,063",2,17,157,887,"4,898",607,"3,255","1,036",16,,,,,,
,Dearborn Heights,"57,559",166,1,10,74,81,"1,530",219,950,361,3,,,,,,
,Detroit,"914,353","15,913",385,719,"5,451","9,358","57,415","12,202","20,640","24,573","1,734",,,,,,
,Dewitt Township,"13,001",16,0,3,1,12,197,50,128,19,0,,,,,,
,East Grand Rapids,"10,597",4,0,0,0,4,179,52,124,3,1,,,,,,
,East Lansing,"47,398",188,3,19,33,133,"1,338",267,"1,020",51,26,,,,,,
,Eastpointe,"33,502",182,0,22,44,116,"1,317",182,768,367,6,,,,,,
,Emmett Township,"12,072",56,0,13,7,36,625,81,520,24,1,,,,,,
,Farmington,"10,201",22,0,1,4,17,234,33,185,16,0,,,,,,
,Farmington Hills,"81,136",146,2,22,24,98,"1,636",239,"1,260",137,7,,,,,,
,Fenton,"11,859",16,0,3,4,9,301,43,231,27,0,,,,,,
,Ferndale,"21,763",106,0,14,37,55,704,126,436,142,1,,,,,,
,Flint,"120,681","2,324",39,140,473,"1,672","7,254","2,477","3,214","1,563",122,,,,,,
,Flint Township,"33,418",246,4,19,91,132,"2,336",484,"1,631",221,8,,,,,,
,Flushing Township,"10,470",7,0,2,1,4,99,40,52,7,1,,,,,,
,Fraser,"15,169",27,0,1,8,18,439,51,345,43,2,,,,,,
,Garden City,"29,643",69,0,4,22,43,631,127,405,99,1,,,,,,
,Genesee Township,"24,593",100,1,13,15,71,867,236,512,119,3,,,,,,
,Grand Blanc Township,"34,005",70,0,10,8,52,679,139,478,62,4,,,,,,
,Grand Haven,"10,877",22,0,11,2,9,392,67,310,15,8,,,,,,
,Grand Rapids,"196,234","2,034",12,83,562,"1,377","9,425","2,155","6,531",739,107,,,,,,
,Grandville,"16,676",33,1,12,3,17,"1,148",283,840,25,0,,,,,,
,Green Oak Township,"16,540",18,0,4,5,9,251,53,169,29,3,,,,,,
,Grosse Ile Township,"10,888",3,0,0,0,3,103,9,87,7,2,,,,,,
,Grosse Pointe Park,"12,228",16,0,1,8,7,330,30,223,77,1,,,,,,
,Grosse Pointe Woods,"16,767",16,0,0,13,3,185,11,161,13,0,,,,,,
,Hamburg Township,"21,638",25,1,4,2,18,195,52,126,17,0,,,,,,
,Harper Woods,"13,997",82,1,5,50,26,"1,301",97,923,281,2,,,,,,
,Hazel Park,"18,609",107,0,27,24,56,655,103,380,172,2,,,,,,
,Holland,"34,778",137,0,34,12,91,"1,231",175,"1,024",32,6,,,,,,
,Huron Township,"14,532",24,0,4,2,18,335,81,213,41,0,,,,,,
,Inkster,"29,573",389,6,28,71,284,"1,070",288,442,340,26,,,,,,
,Ionia,"12,163",36,0,17,0,19,268,36,221,11,2,,,,,,
,Jackson,"35,266",363,1,62,80,220,"2,138",370,"1,622",146,20,,,,,,
,Kalamazoo,"75,556",511,1,45,146,319,"4,111",813,"2,987",311,30,,,,,,
,Kalamazoo Township,"21,881",74,0,8,17,49,663,146,465,52,3,,,,,,
,Kentwood,"46,638",135,2,24,28,81,"1,502",328,"1,101",73,9,,,,,,
,Lansing,"118,762","1,176",10,110,229,827,"4,541","1,050","3,012",479,32,,,,,,
,Leoni Township,"13,686",27,0,7,2,18,268,80,172,16,1,,,,,,
,Lincoln Park,"39,258",120,2,4,54,60,"1,712",334,"1,036",342,2,,,,,,
,Lincoln Township,"14,290",29,0,4,2,23,257,53,196,8,2,,,,,,
,Livonia,"99,809",165,1,23,50,91,"2,314",325,"1,700",289,19,,,,,,
,Madison Heights,"30,562",87,0,8,34,45,"1,150",146,758,246,5,,,,,,
,Marquette,"20,771",30,0,11,2,17,398,42,340,16,2,,,,,,
,Melvindale,"10,635",13,0,0,5,8,202,37,105,60,1,,,,,,
,Meridian Township,"39,256",57,4,9,8,36,"1,195",210,958,27,6,,,,,,
,Midland,"42,312",71,1,14,8,48,881,96,758,27,4,,,,,,
,Milford,"15,699",10,0,4,1,5,144,24,109,11,0,,,,,,
,Monroe,"21,700",81,0,20,10,51,646,132,471,43,8,,,,,,
,Mount Clemens,"17,166",124,2,10,38,74,668,114,444,110,3,,,,,,
,Mount Morris Township,"23,803",183,6,20,52,105,"1,254",447,610,197,14,,,,,,
,Mount Pleasant,"25,770",69,1,16,14,38,643,96,521,26,4,,,,,,
,Mundy Township,"13,226",33,0,3,7,23,514,46,434,34,3,,,,,,
,Muskegon,"39,954",451,1,63,70,317,"2,892",538,"2,116",238,17,,,,,,
,Muskegon Heights,"11,855",250,2,17,48,183,"1,269",329,744,196,13,,,,,,
,Muskegon Township,"18,243",59,0,18,8,33,986,143,792,51,6,,,,,,
,Niles,"11,945",98,0,21,21,56,609,94,478,37,2,,,,,,
,Niles Township,"13,507",24,0,1,2,21,166,25,136,5,2,,,,,,
,Northville Township,"23,788",26,0,7,5,14,545,84,428,33,0,,,,,,
,Norton Shores,"23,268",53,1,8,10,34,"1,158",120,989,49,12,,,,,,
,Novi,"50,950",55,0,3,12,40,"1,425",214,"1,132",79,5,,,,,,
,Oak Park,"29,240",177,3,16,56,102,"1,039",208,601,230,2,,,,,,
,Owosso,"15,521",74,0,19,8,47,543,85,426,32,9,,,,,,
,Pittsfield Township,"32,340",96,1,17,28,50,"1,156",148,864,144,4,,,,,,
,Plymouth Township,"28,674",19,0,5,4,10,430,63,313,54,1,,,,,,
,Pontiac,"67,369","1,100",2,92,257,749,"2,863",848,"1,546",469,36,,,,,,
,Portage,"45,827",75,0,16,13,46,"2,067",260,"1,752",55,8,,,,,,
,Port Huron,"31,850",187,0,27,26,134,"1,180",183,931,66,5,,,,,,
,Redford Township,"50,778",145,3,4,57,81,"1,695",338,849,508,4,,,,,,
,Riverview,"13,068",9,0,0,1,8,285,38,212,35,0,,,,,,
,Rochester,"11,057",11,0,2,3,6,142,15,113,14,1,,,,,,
,Romulus,"23,786",161,3,21,34,103,"1,144",246,645,253,7,,,,,,
,Roseville,"48,080",135,0,12,50,73,"2,188",228,"1,609",351,6,,,,,,
,Royal Oak,"58,840",106,1,11,42,52,"1,379",246,997,136,8,,,,,,
,Saginaw,"59,427","1,589",20,80,205,"1,284","2,721","1,099","1,290",332,77,,,,,,
,Saginaw Township,"40,057",100,1,7,19,73,"1,226",203,964,59,5,,,,,,
,Sault Ste. Marie,"14,230",19,0,6,2,11,435,53,350,32,1,,,,,,
,Shelby Township,"67,967",99,0,18,9,72,"1,019",167,754,98,1,,,,,,
,Southfield,"77,739","1,023",1,30,127,865,"3,545",540,"2,192",813,5,,,,,,
,Southgate,"30,161",104,1,11,22,70,"1,376",140,999,237,16,,,,,,
,South Lyon,"10,930",18,0,2,1,15,175,21,150,4,1,,,,,,
,St. Clair Shores,"62,096",154,0,8,30,116,"1,256",174,925,157,11,,,,,,
,Sterling Heights,"126,591",234,5,22,17,190,"2,863",348,"2,280",235,6,,,,,,
,St. Joseph Township,"10,027",13,0,4,2,7,166,23,138,5,1,,,,,,
,Sturgis,"11,163",50,0,18,2,30,384,68,298,18,1,,,,,,
,Summit Township,"22,002",44,0,13,2,29,296,93,187,16,3,,,,,,
,Sumpter Township,"12,042",28,0,4,2,22,251,68,148,35,3,,,,,,
,Taylor,"65,801",233,1,26,67,139,"2,910",448,"1,980",482,24,,,,,,
,Thomas Township,"12,573",21,0,2,0,19,390,38,342,10,0,,,,,,
,Traverse City,"14,513",39,0,8,4,27,431,51,360,20,2,,,,,,
,Trenton,"19,683",31,0,0,4,27,325,40,244,41,2,,,,,,
,Troy,"81,333",72,0,10,20,42,"1,925",239,"1,569",117,3,,,,,,
,Walker,"23,283",61,0,11,20,30,965,133,801,31,5,,,,,,
,Warren,"136,456",818,6,77,211,524,,738,"2,245",,41,,,,,,
,Waterford Township,"72,675",172,1,30,45,96,"1,593",351,"1,054",188,7,,,,,,
,Wayne,"18,995",126,0,21,29,76,834,146,534,154,4,,,,,,
,West Bloomfield Township,"65,664",24,0,4,5,15,650,99,534,17,3,,,,,,
,Westland,"85,984",355,2,61,71,221,"2,528",607,"1,486",435,29,,,,,,
,White Lake Township,"29,370",53,0,12,6,35,579,84,463,32,6,,,,,,
,Wixom,"13,592",30,1,7,4,18,492,73,374,45,0,,,,,,
,Woodhaven,"12,843",48,0,5,5,38,398,35,329,34,0,,,,,,
,Wyoming,"70,432",327,1,59,62,205,"2,100",624,"1,286",190,25,,,,,,
,Ypsilanti,"22,565",209,1,22,59,127,"1,090",234,669,187,9,,,,,,
MINNESOTA,Albert Lea,"18,033",17,0,1,1,15,446,29,395,22,3,,,,,,
,Andover,"29,176",24,0,11,0,13,766,114,607,45,4,,,,,,
,Anoka,"18,005",29,1,12,5,11,695,94,543,58,4,,,,,,
,Apple Valley,"49,340",62,1,13,7,41,"1,492",169,"1,276",47,11,,,,,,
,Arden Hills,"10,034",12,0,0,4,8,225,27,175,23,1,,,,,,
,Austin,"23,659",73,1,16,11,45,990,123,815,52,6,,,,,,
,Bemidji,"12,829",68,0,16,5,47,"1,040",75,911,54,4,,,,,,
,Blaine,"50,839",71,0,12,16,43,"2,447",236,"2,106",105,12,,,,,,
,Bloomington,"83,763",167,0,37,70,60,"3,226",350,"2,657",219,11,,,,,,
,Brainerd,"13,835",71,0,17,5,49,928,119,761,48,48,,,,,,
,Brooklyn Center,"28,595",164,2,31,60,71,"1,868",214,"1,449",205,40,,,,,,
,Brooklyn Park,"68,338",278,2,47,75,154,"2,867",524,"2,051",292,11,,,,,,
,Buffalo,"12,589",27,0,8,4,15,510,41,441,28,2,,,,,,
,Burnsville,"60,297",79,1,15,20,43,"1,872",208,"1,556",108,0,,,,,,
,Centennial Lakes,"10,575",14,0,1,3,10,214,25,174,15,1,,,,,,
,Champlin,"23,192",15,0,1,4,10,589,58,515,16,3,,,,,,
,Chaska,"20,824",22,0,8,2,12,324,40,270,14,7,,,,,,
,Cloquet,"11,501",16,0,0,1,15,425,54,350,21,3,,,,,,
,Columbia Heights,"18,579",55,0,2,19,34,993,203,703,87,5,,,,,,
,Coon Rapids,"62,822",112,0,19,14,79,"2,975",266,"2,590",119,30,,,,,,
,Cottage Grove,"32,061",42,0,11,2,29,781,98,641,42,6,,,,,,
,Crystal,"22,441",54,0,7,22,25,718,115,544,59,6,,,,,,
,Eagan,"64,532",71,1,9,33,28,"1,704",255,"1,369",80,11,,,,,,
,East Bethel,"11,708",16,0,1,1,14,425,89,295,41,1,,,,,,
,Eden Prairie,"59,959",53,0,19,7,27,"1,220",173,"1,005",42,28,,,,,,
,Edina,"47,039",23,0,1,10,12,"1,071",136,899,36,3,,,,,,
,Elk River,"18,937",20,0,3,3,14,773,96,635,42,0,,,,,,
,Fairmont,"10,754",14,0,4,1,9,453,72,367,14,0,,,,,,
,Faribault,"21,993",59,0,18,3,38,922,247,628,47,11,,,,,,
,Farmington,"16,192",12,0,3,2,7,186,31,145,10,4,,,,,,
,Fergus Falls,"14,148",30,0,5,2,23,481,61,394,26,2,,,,,,
,Forest Lake,"16,073",11,0,6,0,5,494,58,375,61,0,,,,,,
,Fridley,"27,392",83,0,9,29,45,"1,270",123,"1,017",130,5,,,,,,
,Golden Valley,"20,674",50,0,8,18,24,628,144,423,61,3,,,,,,
,Ham Lake,"14,220",12,0,5,1,6,526,88,402,36,2,,,,,,
,Hastings,"19,867",10,0,2,3,5,378,42,319,17,5,,,,,,
,Hibbing,"16,989",15,0,2,0,13,142,44,90,8,0,,,,,,
,Hutchinson,"13,562",28,1,8,1,18,418,70,320,28,1,,,,,,
,Inver Grove Heights,"31,538",49,0,12,9,28,"1,052",120,835,97,18,,,,,,
,Lakeville,"48,198",29,0,6,4,19,822,119,674,29,3,,,,,,
,Lino Lakes,"18,949",16,0,1,1,14,298,43,248,7,3,,,,,,
,Mankato,"34,204",81,1,35,7,38,"1,883",311,"1,482",90,1,,,,,,
,Maple Grove,"57,642",60,0,11,7,42,"1,390",243,"1,101",46,11,,,,,,
,Maplewood,"36,240",94,0,0,23,71,"2,413",246,"1,980",187,33,,,,,,
,Marshall,"12,648",37,0,17,2,18,453,74,359,20,4,,,,,,
,Minneapolis,"376,255","4,709",53,384,"2,246","2,026","18,913","4,757","10,507","3,649",,,,,,,
,Minnetonka,"51,107",29,0,8,2,19,"1,215",272,895,48,6,,,,,,
,Moorhead,"33,055",66,0,20,13,33,944,125,764,55,10,,,,,,
,Mounds View,"12,800",22,0,2,4,16,578,72,457,49,2,,,,,,
,New Brighton,"21,930",18,0,2,8,8,613,81,499,33,4,,,,,,
,New Hope,"20,484",52,0,9,21,22,627,75,512,40,2,,,,,,
,New Ulm,"13,511",13,0,5,1,7,261,49,204,8,0,,,,,,
,Northfield,"18,336",17,0,1,5,11,498,63,423,12,0,,,,,,
,North Mankato,"12,349",5,0,5,0,0,251,9,228,14,7,,,,,,
,North St. Paul,"11,936",42,0,19,6,17,478,55,384,39,1,,,,,,
,Oakdale,"27,900",53,0,9,13,31,"1,078",131,874,73,13,,,,,,
,Orono,"12,003",3,0,0,1,2,161,24,128,9,0,,,,,,
,Owatonna,"23,525",53,0,8,10,35,767,132,609,26,5,,,,,,
,Plymouth,"69,732",62,0,11,17,34,"1,609",358,"1,189",62,23,,,,,,
,Prior Lake,"20,203",31,0,7,5,19,597,120,427,50,10,,,,,,
,Ramsey,"19,684",20,2,7,0,11,638,65,548,25,2,,,,,,
,Red Wing,"16,152",43,0,13,6,24,599,79,486,34,25,,,,,,
,Richfield,"34,359",109,0,11,44,54,"1,209",212,885,112,10,,,,,,
,Robbinsdale,"13,780",44,0,1,27,16,583,94,428,61,2,,,,,,
,Rochester,"93,267",231,0,43,62,126,"2,631",385,"2,097",149,36,,,,,,
,Rosemount,"17,114",20,0,6,2,12,493,62,410,21,6,,,,,,
,Roseville,"33,377",54,0,6,22,26,"1,631",182,"1,322",127,3,,,,,,
,Sartell,"11,951",3,0,0,0,3,142,16,123,3,0,,,,,,
,Sauk Rapids,"11,716",15,0,2,3,10,265,25,228,12,3,,,,,,
,Savage,"25,409",28,0,3,5,20,626,93,513,20,11,,,,,,
,Shakopee,"26,900",45,1,11,2,31,827,123,656,48,4,,,,,,
,Shoreview,"27,328",15,0,5,3,7,350,38,286,26,4,,,,,,
,South Lake Minnetonka,"12,273",13,0,6,1,6,215,35,173,7,15,,,,,,
,South St. Paul,"19,861",29,0,6,5,18,586,99,440,47,1,,,,,,
,St. Cloud,"59,947",256,0,63,43,150,"2,765",321,"2,328",116,21,,,,,,
,Stillwater,"16,872",17,0,3,1,13,512,51,433,28,2,,,,,,
,St. Louis Park,"44,477",59,3,9,23,24,"1,408",236,"1,093",79,22,,,,,,
,St. Paul,"282,709","2,408",20,219,678,"1,491","13,036","3,210","7,882","1,944",223,,,,,,
,St. Peter,"10,246",14,0,5,0,9,273,22,240,11,1,,,,,,
,Vadnais Heights,"13,212",5,0,4,0,1,269,20,218,31,0,,,,,,
,West St. Paul,"19,628",65,1,9,27,28,"1,155",116,946,93,4,,,,,,
,White Bear Lake,"24,588",17,1,1,3,12,757,127,556,74,0,,,,,,
,Willmar,"18,453",42,0,19,5,18,807,122,656,29,2,,,,,,
,Winona,"26,860",27,2,1,6,18,551,92,430,29,1,,,,,,
,Woodbury,"49,821",33,0,9,6,18,"1,333",184,"1,093",56,9,,,,,,
,Worthington,"11,284",13,0,1,1,11,294,84,199,11,1,,,,,,
MISSISSIPPI,Biloxi,"49,341",284,3,33,117,131,"3,370","1,291","1,867",212,6,,,,,,
,Brandon,"18,201",11,0,1,8,2,317,112,192,13,1,,,,,,
,Canton,"12,953",84,2,7,20,55,327,150,174,3,0,,,,,,
,Cleveland,"13,283",39,1,4,18,16,884,230,630,24,1,,,,,,
,Columbus,"25,147",78,0,5,32,41,"1,373",211,"1,113",49,2,,,,,,
,Corinth,"14,189",60,2,14,22,22,"1,092",185,872,35,1,,,,,,
,Greenville,"39,818",244,5,23,77,139,"2,808",584,"2,045",179,53,,,,,,
,Greenwood,"17,726",117,7,4,48,58,"1,437",396,980,61,1,,,,,,
,Grenada,"14,759",75,0,5,21,49,764,177,535,52,2,,,,,,
,Gulfport,"72,350",279,6,47,166,60,"5,322","1,067","3,936",319,38,,,,,,
,Hattiesburg,"47,015",145,3,12,72,58,"2,954",719,"2,091",144,12,,,,,,
,Horn Lake,"15,260",49,0,10,24,15,"1,445",135,"1,196",114,4,,,,,,
,Indianola,"11,649",75,2,16,14,43,692,249,414,29,6,,,,,,
,Jackson,"180,951","1,272",53,165,678,376,"12,270","3,400","6,846","2,024",52,,,,,,
,Laurel,"18,180",105,7,15,41,42,"2,003",225,"1,714",64,6,,,,,,
,Long Beach,"17,065",17,0,5,4,8,390,51,313,26,2,,,,,,
,Madison,"15,988",11,0,4,2,5,257,12,243,2,0,,,,,,
,McComb,"13,226",68,2,7,19,40,762,143,569,50,0,,,,,,
,Meridian,"39,857",174,5,30,81,58,"2,144",877,"1,115",152,26,,,,,,
,Moss Point,"15,442",75,4,13,27,31,909,361,467,81,5,,,,,,
,Natchez,"17,754",41,1,4,20,16,"1,311",200,"1,093",18,15,,,,,,
,Ocean Springs,"17,574",23,1,7,3,12,729,134,537,58,2,,,,,,
,Olive Branch,"25,126",70,2,21,18,29,"1,059",355,615,89,5,,,,,,
,Oxford,"12,857",27,0,4,4,19,358,61,276,21,2,,,,,,
,Pascagoula,"26,060",116,5,25,64,22,"2,111",816,"1,154",141,3,,,,,,
,Pearl,"22,996",79,3,18,10,48,886,278,507,101,0,,,,,,
,Picayune,"10,721",48,0,8,9,31,711,85,581,45,3,,,,,,
,Ridgeland,"21,596",35,0,3,15,17,796,83,669,44,7,,,,,,
,Southaven,"35,022",72,0,9,35,28,"1,504",192,"1,143",169,2,,,,,,
,Starkville,"22,588",38,0,0,11,27,961,146,795,20,0,,,,,,
,Tupelo,"35,563",133,2,28,53,50,"2,020",378,"1,491",151,2,,,,,,
,Vicksburg,"26,201",257,2,27,35,193,"2,137",447,"1,575",115,12,,,,,,
,West Point,"11,947",47,1,10,9,27,535,191,343,1,4,,,,,,
