State,City by state,Population,Crime Index  ,Modified Crime Index1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,
,Holyoke,"40,332","3,346","3,370",3,35,92,332,433,"2,049",402,24,,,,,
,Hudson,"18,338",255,259,0,0,1,3,22,216,13,4,,,,,
,Hull,"11,187",146,148,0,8,3,39,25,54,17,2,,,,,
,Ipswich,"13,148",201,201,0,2,0,7,47,138,7,0,,,,,
,Kingston,"11,926",325,325,0,0,7,3,15,275,25,0,,,,,
,Lawrence,"72,936","3,195",,2,27,155,344,382,776,"1,509",,,,,,
,Leicester,"10,601",129,130,0,3,2,20,22,74,8,1,,,,,
,Leominster,"41,815","1,195","1,195",0,6,28,29,151,888,93,0,,,,,
,Lexington,"30,731",,,0,0,2,,22,256,3,2,,,,,
,Longmeadow,"15,827",186,187,0,0,0,1,11,168,6,1,,,,,
,Lowell,"106,472","4,258",,7,47,158,637,630,"1,957",822,,,,,,
,Ludlow,"21,472",412,415,0,1,6,35,80,253,37,3,,,,,
,Lynn,"90,156","3,924",,3,9,180,665,561,"1,463","1,043",,,,,,
,Lynnfield,"11,685",,,0,0,0,,66,133,13,0,,,,,
,Mansfield,"22,692",273,279,0,4,5,54,53,135,22,6,,,,,
,Marblehead,"20,629",233,234,0,0,3,16,13,194,7,1,,,,,
,Marlborough,"36,704",700,702,0,2,8,63,89,502,36,2,,,,,
,Marshfield,"24,625",251,251,0,3,2,31,27,172,16,0,,,,,
,Mashpee,"13,106",178,178,0,0,1,4,48,114,11,0,,,,,
,Maynard,"10,563",74,74,0,1,0,5,20,46,2,0,,,,,
,Medford,"56,456","1,486",,0,8,45,25,196,"1,041",171,,,,,,
,Medway,"12,602",46,46,0,0,0,9,6,31,0,0,,,,,
,Melrose,"27,471",340,342,0,2,8,13,73,212,32,2,,,,,
,Methuen,"44,332","1,231","1,235",0,5,14,67,138,799,208,4,,,,,
,Middleboro,"20,189",446,451,0,2,7,30,72,287,48,5,,,,,
,Millbury,"12,943",,,0,1,3,,49,76,22,3,,,,,
,Natick,"32,569",776,,0,2,16,10,75,639,34,,,,,,
,Needham,"29,269",252,255,0,1,1,7,27,203,13,3,,,,,
,Norfolk,"10,590",42,42,0,1,0,1,16,20,4,0,,,,,
,North Adams,"14,863",600,604,0,15,7,73,178,303,24,4,,,,,
,North Andover,"27,539",225,225,0,1,2,8,58,146,10,0,,,,,
,North Attleboro,"27,480",991,993,0,1,2,14,97,754,123,2,,,,,
,Northborough,"14,187",161,162,0,0,1,3,28,117,12,1,,,,,
,Northbridge,"13,345",264,265,0,9,2,28,84,129,12,1,,,,,
,Norton,"18,260",124,124,0,2,0,2,20,94,6,0,,,,,
,Oxford,"13,517",221,224,0,5,8,52,50,89,17,3,,,,,
,Palmer,"12,651",372,381,0,6,2,47,89,199,29,9,,,,,
,Peabody,"48,726","1,467","1,468",0,5,22,75,361,865,139,1,,,,,
,Pembroke,"17,137",316,321,0,4,2,37,73,189,11,5,,,,,
,Pepperell,"11,280",125,125,0,0,0,6,28,86,5,0,,,,,
,Plymouth,"52,342","1,208","1,217",0,9,29,110,224,750,86,9,,,,,
,Quincy,"89,118","2,455",,5,17,86,156,434,"1,518",239,,,,,,
,Randolph,"31,347",803,804,0,6,18,40,105,540,94,1,,,,,
,Reading,"24,001",161,161,0,0,1,2,30,118,10,0,,,,,
,Rehoboth,"10,298",165,165,0,1,1,14,46,89,14,0,,,,,
,Revere,"47,869","1,945","1,951",0,11,51,170,278,"1,064",371,6,,,,,
,Rockland,"17,889",379, ,0,6,11,44,65,180,73,,,,,,
,Salem,"40,908","1,057","1,057",0,7,22,51,117,743,117,0,,,,,
,Sandwich,"20,385",315,318,0,2,4,50,28,226,5,3,,,,,
,Saugus,"26,401",,,0,3,23,,247,776,139,1,,,,,
,Scituate,"18,084",131,132,0,2,0,16,34,67,12,1,,,,,
,Seekonk,"13,591",657,657,0,2,3,39,91,484,38,0,,,,,
,Sharon,"17,624",130,,0,2,2,3,22,96,5,,,,,,
,Somerset,"18,461",452,455,0,4,8,69,62,286,23,3,,,,,
,Somerville,"78,438","2,569",,3,27,125,193,427,"1,361",433,,,,,,
,Southbridge,"17,427",561,571,1,11,11,103,154,245,36,10,,,,,
,South Hadley,"17,409",343,347,1,1,2,30,76,204,29,4,,,,,
,Springfield,"153,967","14,299","14,424",12,107,585,"2,400","3,808","5,117","2,270",125,,,,,
,Stoughton,"27,486",517,524,2,9,17,70,113,240,66,7,,,,,
,Sudbury,"17,050",139,139,0,0,1,7,18,111,2,0,,,,,
,Swansea,"16,098",,,1,1,6,,41,260,39,0,,,,,
,Taunton,"56,670","1,641","1,641",0,11,39,230,261,934,166,0,,,,,
,Tyngsboro,"11,218",281,282,0,1,1,21,67,151,40,1,,,,,
,Uxbridge,"11,294",143,146,0,3,0,10,42,75,13,3,,,,,
,Walpole,"23,107",268,268,0,2,2,7,22,213,22,0,,,,,
,Waltham,"59,960","1,126",,1,5,19,67,144,779,111,,,,,,
,Watertown,"33,395",636, ,0,0,10,34,81,470,41,,,,,,
,Wayland,"13,262",117,117,0,2,2,4,24,82,3,0,,,,,
,Webster,"16,619",509,512,1,5,6,35,58,370,34,3,,,,,
,Wellesley,"26,943",336,336,0,1,2,17,74,231,11,0,,,,,
,Westborough,"18,221",358,358,0,4,2,45,44,226,37,0,,,,,
,Westfield,"40,569",,,3,11,14,,188,516,99,6,,,,,
,Westford,"21,011",109,109,0,0,3,3,5,95,3,0,,,,,
,Westport,"14,359",285,288,0,8,0,48,70,127,32,3,,,,,
,West Springfield,"28,245","1,759","1,762",0,5,23,75,292,"1,106",258,3,,,,,
,Westwood,"14,292",155,156,0,1,4,6,21,115,8,1,,,,,
,Weymouth,"54,658","1,005",,0,5,24,192,117,563,104,,,,,,
,Wilbraham,"13,640",330,330,0,1,2,25,38,223,41,0,,,,,
,Wilmington,"21,628",466,,0,7,5,49,64,312,29,,,, ,,
,Winchester,"21,068",239,239,1,0,0,4,32,191,11,0,,,,,
,Winthrop,"18,530",,,0,0,3,,75,98,12,3, ,,,,
,Woburn,"37,720",992,997,0,2,22,67,106,708,87,5,,,,,
,Wrentham,"10,685",74,74,0,2,0,1,6,65,0,0,,,,,
MICHIGAN,Adrian,"21,817","1,073","1,081",1,24,16,56,130,793,53,8,,,,,
,Allen Park,"29,707",688,693,0,2,11,24,147,415,89,5,,,,,
,Alpena,"11,431",467,469,0,14,4,23,70,341,15,2,,,,,
,Ann Arbor,"115,309","3,727","3,762",5,26,87,183,859,"2,385",182,35,,,,,
,Auburn Hills,"20,060","1,378","1,380",1,14,12,47,136,"1,091",77,2,,,,,
,Battle Creek,"53,965","4,715","4,745",5,79,139,617,810,"2,780",285,30,,,,,
,Bay City,"37,232","1,618","1,625",0,20,27,120,309,"1,037",105,7,,,,,
,Benton Harbor,"11,308",993,"1,008",1,17,32,253,249,364,77,15,,,,,
,Benton Township,"16,589","1,721","1,736",3,15,32,118,286,"1,154",113,15,,,,,
,Berkley,"15,706",237,238,0,1,7,6,48,157,18,1,,,,,
,Beverly Hills,"10,554",114,114,0,1,3,6,19,83,2,0,,,,,
,Big Rapids,"10,971",402,407,0,9,6,21,67,281,18,5,,,,,
,Birmingham,"19,509",443,444,0,4,7,5,71,322,34,1,,,,,
,Blackman Township,"23,057",618,628,1,10,4,30,84,443,46,10,,,,,
,Bloomfield Township,"43,508",796,806,0,8,15,27,110,594,42,10,,,,,
,Bridgeport Township,"11,841",331,336,0,7,7,42,62,186,27,5,,,,,
,Brownstown Township,"23,248",798,801,0,5,14,72,175,452,80,3,,,,,
,Buena Vista Township,"10,434",810,823,0,5,32,88,225,403,57,13,,,,,
,Burton,"30,650","1,951","1,964",0,14,38,102,384,"1,267",146,13,,,,,
,Cadillac,"10,112",530,535,0,17,4,43,65,379,22,5,,,,,
,Canton Township,"77,226","1,661","1,680",0,30,17,52,264,"1,157",141,19,,,,,
,Chesterfield Township,"37,826",701,702,0,1,4,7,88,535,66,1,,,,,
,Clawson,"12,876",101,101,0,0,1,2,12,80,6,0,,,,,
,Clinton Township,"96,726","2,655","2,663",2,28,46,264,424,"1,613",278,8,,,,,
,Coldwater,"12,840",609,616,1,10,2,37,59,479,21,7,,,,,
,Davison Township,"17,922",462,463,0,5,1,20,98,296,42,1,,,,,
,Dearborn,"98,877","5,681","5,700",3,29,131,946,536,"3,099",937,19,,,,,
,Detroit,"961,987","85,035","87,464",402,708,"6,288","12,542","14,399","26,839","23,857","2,429",,,,,
,Dewitt Township,"12,280",268,268,1,7,3,10,62,168,17,0,,,,,
,East Grand Rapids,"10,885",136,136,0,1,0,8,27,95,5,0,,,,,
,East Lansing,"47,049","1,455","1,474",0,25,30,131,184,"1,038",47,19,,,,,
,Eastpointe,"34,461","1,350","1,357",2,5,55,108,169,748,263,7,,,,,
,Emmett Township,"12,114",831,838,0,9,17,57,113,581,54,7,,,,,
,Farmington,"10,540",247,247,0,1,4,7,31,188,16,0,,,,,
,Farmington Hills,"83,036","1,799","1,811",0,13,36,125,345,"1,172",108,12,,,,,
,Fenton,"10,701",285,289,0,3,4,13,46,202,17,4,,,,,
,Ferndale,"22,354",916,921,0,11,34,46,165,496,164,5,,,,,
,Flint,"126,351","9,714","9,801",30,101,449,"1,133","2,261","4,398","1,342",87,,,,,
,Flint Township,"34,071","2,663","2,671",5,21,70,114,391,"1,797",265,8,,,,,
,Flushing Township,"10,345",107,107,0,2,0,4,31,65,5,0,,,,,
,Fraser,"15,469",477,480,0,8,3,18,47,363,38,3,,,,,
,Garden City,"30,386",814,823,2,7,14,71,169,459,92,9,,,,,
,Genesee Township,"24,397",854,859,2,18,17,93,206,443,75,5,,,,,
,Grand Blanc Township,"30,164",770,774,0,6,5,34,137,509,79,4,,,,,
,Grand Haven,"11,294",467,469,0,8,1,24,107,310,17,2,,,,,
,Grand Rapids,"200,029","11,292","11,391",8,75,508,"1,588","2,309","6,124",680,99,,,,,
,Grandville,"16,446","1,100","1,103",0,19,3,28,114,903,33,3,,,,,
,Green Oak Township,"15,794",211,211,0,2,2,9,49,118,31,0,,,,,
,Grosse Ile Township,"11,016",87,87,0,0,0,0,8,79,0,0,,,,,
,Grosse Pointe Park,"12,583",306,307,0,0,8,2,26,207,63,1,,,,,
,Grosse Pointe Woods,"17,273",281,285,0,0,5,11,30,216,19,4,,,,,
,Hamburg Township,"20,860",210,213,0,2,2,10,38,140,18,3,,,,,
,Hampton Township,"10,014",276,276,0,4,2,9,30,219,12,0,,,,,
,Hamtramck,"23,235","1,582","1,592",1,6,141,195,349,371,519,10,,,,,
,Harper Woods,"14,414",633,633,0,5,15,1,57,391,164,0,,,,,
,Hazel Park,"19,176",703,708,1,9,25,53,126,357,132,5,,,,,
,Holland,"35,443","1,309","1,317",0,26,7,76,208,944,48,8,,,,,
,Huron Township,"13,892",334,338,0,3,2,23,96,171,39,4,,,,,
,Inkster,"30,455","1,465","1,486",0,25,74,312,347,436,271,21,,,,,
,Ionia,"10,688",336,336,0,16,4,11,45,244,16,0,,,,,
,Jackson,"37,819","2,821","2,864",5,43,76,321,426,"1,764",186,43,,,,,
,Kalamazoo,"78,014","6,315","6,393",6,40,158,648,"1,171","3,696",596,78,,,,,
,Kalamazoo Township,"21,919","1,121","1,126",2,11,11,73,226,697,101,5,,,,,
,Kentwood,"45,765","1,671","1,690",1,22,29,69,367,"1,105",78,19,,,,,
,Lansing,"120,471","6,601","6,653",11,169,245,867,"1,065","3,837",407,52,,,,,
,Leoni Township,"13,611",411,412,0,4,1,10,77,304,15,1,,,,,
,Lincoln Park,"40,459","1,969","1,978",0,9,47,95,360,"1,146",312,9,,,,,
,Lincoln Township,"14,109",309,312,0,5,1,20,74,202,7,3,,,,,
,Livonia,"101,678","2,779","2,804",7,33,61,112,400,"1,938",228,25,,,,,
,Madison Heights,"31,451","1,304","1,312",1,9,32,38,171,874,179,8,,,,,
,Marquette,"19,882",489,492,0,10,1,15,63,377,23,3,,,,,
,Melvindale,"10,856",417,420,0,0,15,17,65,222,98,3,,,,,
,Meridian Township,"39,557","1,350","1,359",0,8,13,55,210,"1,035",29,9,,,,,
,Midland,"42,154",955,963,0,27,7,42,131,721,27,8,,,,,
,Milford,"15,443",181,189,0,2,1,5,45,111,17,8,,,,,
,Monroe,"22,325",822,830,0,16,15,70,115,549,57,8,,,,,
,Mount Clemens,"17,507",697,700,1,2,26,35,90,467,76,3,,,,,
,Mount Morris Township,"23,992","1,389","1,398",2,23,41,124,413,607,179,9,,,,,
,Mount Pleasant,"26,238",899,902,3,13,3,43,105,703,29,3,,,,,
,Mundy Township,"12,328",391,393,0,1,2,16,58,299,15,2,,,,,
,Muskegon,"40,557","3,482","3,504",4,58,83,321,471,"2,135",410,22,,,,,
,Muskegon Heights,"12,185","1,551","1,577",4,23,51,235,213,771,254,26,,,,,
,Muskegon Township,"17,937","1,239","1,241",0,13,8,48,164,912,94,2,,,,,
,Niles,"12,341",843,849,0,11,13,38,108,628,45,6,,,,,
,Northville Township,"21,274",392,393,0,1,3,7,37,323,21,1,,,,,
,Norton Shores,"22,781","1,128","1,133",0,6,11,41,103,893,74,5,,,,,
,Novi,"47,920","1,492","1,497",1,5,8,36,189,"1,183",70,5,,,,,
,Oak Park,"30,128","1,076","1,077",1,8,53,60,194,562,198,1,,,,,
,Owosso,"15,890",562,565,0,12,5,25,85,409,26,3,,,,,
,Pittsfield Township,"30,507","1,120","1,124",0,4,19,45,149,812,91,4,,,,,
,Plymouth Township,"28,112",428,430,0,1,7,15,66,302,37,2,,,,,
,Pontiac,"67,085","4,004","4,046",5,79,193,817,989,"1,464",457,42,,,,,
,Portage,"45,403","2,177","2,181",1,13,13,90,269,"1,710",81,4,,,,,
,Port Huron,"32,703","1,379","1,390",0,47,30,116,191,898,97,11,,,,,
,Redford Township,"52,203","1,918","1,924",0,19,68,76,330,990,435,6,,,,,
,Riverview,"13,422",324,325,0,1,3,10,34,243,33,1,,,,,
,Rochester,"10,585",181,182,0,1,0,1,26,146,7,1,,,,,
,Romulus,"23,238","1,345","1,356",1,24,28,90,243,730,229,11,,,,,
,Roseville,"48,671","2,500","2,522",2,12,58,98,169,"1,812",349,22,,,,,
,Royal Oak,"60,739","1,508","1,517",0,10,35,60,289,971,143,9,,,,,
,Saginaw,"62,496","4,848","4,952",17,86,215,"1,193","1,129","1,830",378,104,,,,,
,Saginaw Township,"40,104","1,178","1,184",1,4,12,77,135,896,53,6,,,,,
,Sault Ste. Marie,"16,729",350,353,0,2,0,22,39,276,11,3,,,,,
,Shelby Township,"65,894",830,834,1,9,5,49,137,570,59,4,,,,,
,Southfield,"79,178","4,543","4,556",6,25,128,693,567,"2,329",795,13,,,,,
,Southgate,"30,476","1,389","1,395",1,5,15,46,151,"1,041",130,6,,,,,
,South Lyon,"10,149",165,165,0,5,4,12,16,126,2,0,,,,,
,St. Clair Shores,"63,807","1,734","1,741",0,11,31,123,326,"1,088",155,7,,,,,
,Sterling Heights,"125,873","3,377","3,397",1,30,35,180,397,"2,489",245,20,,,,,
,St. Joseph Township,"10,156",212,212,0,1,0,16,45,141,9,0,,,,,
,Sturgis,"11,412",458,461,0,8,3,24,71,340,12,3,,,,,
,Summit Township,"21,777",424,428,0,9,4,30,99,245,37,4,,,,,
,Sumpter Township,"11,990",263,268,0,10,1,25,64,137,26,5,,,,,
,Taylor,"66,610","3,418","3,447",3,45,60,186,672,"1,972",480,29,,,,,
,Thomas Township,"12,011",354,354,0,0,0,22,44,282,6,0,,,,,
,Traverse City,"14,696",632,635,0,5,1,35,52,511,28,3,,,,,
,Trenton,"19,805",368,369,0,2,3,25,50,262,26,1,,,,,
,Troy,"81,871","2,077","2,087",1,17,21,55,346,"1,512",125,10,,,,,
,Van Buren Township,"23,825",491,493,0,4,6,10,69,335,67,2,,,,,
,Walker,"22,088","1,175","1,183",0,13,4,30,153,931,44,8,,,,,
,Warren,"139,805","5,358","5,410",8,68,204,577,870,"2,483","1,148",52,,,,,
,Waterford Township,"73,974","1,783","1,794",3,6,30,94,336,"1,172",142,11,,,,,
,Wayne,"19,266","1,059","1,068",1,9,23,95,153,614,164,9,,,,,
,West Bloomfield Township,"65,591",767,773,1,2,6,4,116,614,24,6,,,,,
,Westland,"87,578","3,042","3,075",1,36,56,205,532,"1,746",466,33,,,,,
,White Lake Township,"28,537",612,615,0,11,0,24,88,456,33,3,,,,,
,Wixom,"13,413",465,466,1,6,2,12,56,370,18,1,,,,,
,Woodhaven,"12,672",539,541,0,1,5,13,56,423,41,2,,,,,
,Wyoming,"70,149","2,713","2,730",0,41,50,232,706,"1,461",223,17,,,,,
,Ypsilanti,"22,614","1,301","1,316",1,19,45,118,270,707,141,15,,,,,
MINNESOTA,Albert Lea,"18,730",548,548,0,1,3,15,46,456,27,0,,,,,
,Andover,"27,130",733,738,0,3,1,14,93,595,27,5,,,,,
,Anoka,"18,444",782,785,0,23,9,25,98,570,57,3,,,,,
,Apple Valley,"46,455","1,380",,0,7,19,35,145,"1,113",61,,,,,,
,Austin,"23,789","1,219","1,226",0,22,3,50,186,907,51,7,,,,,
,Bemidji,"12,160","1,002","1,004",1,8,2,25,57,830,79,2,,,,,
,Blaine,"45,857","2,376","2,385",0,23,16,46,252,"1,927",112,9,,,,,
,Bloomington,"86,907","4,008","4,023",1,16,71,80,350,"3,248",242,15,,,,,
,Brainerd,"13,446",979,994,1,23,7,35,138,719,56,15,,,,,
,Brooklyn Center,"29,767","2,040","2,071",2,36,40,58,203,"1,508",193,31,,,,,
,Brooklyn Park,"68,761","3,204","3,218",2,31,84,122,569,"2,116",280,14,,,,,
,Buffalo,"10,303",394,397,0,7,1,10,29,332,15,3,,,,,
,Burnsville,"61,447","2,187","2,190",1,26,33,46,286,"1,665",130,3,,,,,
,Centennial Lakes,"10,284",317,318,0,4,5,13,32,251,12,1,,,,,
,Champlin,"22,645",532,533,0,8,3,13,68,417,23,1,,,,,
,Chanhassen,"20,735",311,311,0,0,1,9,46,238,17,0,,,,,
,Chaska,"17,805",394,404,0,2,2,15,44,320,11,10,,,,,
,Cloquet,"11,429",465,465,0,1,1,25,53,353,32,0,,,,,
,Columbia Heights,"18,897",892,898,0,14,28,40,105,636,69,6,,,,,
,Coon Rapids,"62,863","2,762","2,783",2,29,26,41,251,"2,274",139,21,,,,,
,Cottage Grove,"31,205",818,826,0,10,4,28,123,636,17,8,,,,,
,Crystal,"23,160",916,925,0,2,12,24,130,693,55,9,,,,,
,Duluth,"88,689","5,340","5,350",3,54,93,233,780,"3,867",310,10,,,,,
,Eagan,"64,852","1,774","1,784",2,7,30,19,269,"1,359",88,10,,,,,
,East Bethel,"11,164",363,368,0,6,2,10,58,256,31,5,,,,,
,Eden Prairie,"56,020","1,312","1,331",0,11,21,35,176,"1,012",57,19,,,,,
,Edina,"48,391","1,217","1,220",0,7,23,18,187,940,42,3,,,,,
,Elk River,"16,782",782,782,0,3,1,14,113,626,25,0,,,,,
,Fairmont,"11,111",578,580,0,5,0,29,80,444,20,2,,,,,
,Faribault,"21,242","1,036","1,053",0,17,6,37,186,739,51,17,,,,,
,Farmington,"12,617",304,307,0,6,1,4,40,241,12,3,,,,,
,Fergus Falls,"13,745",582,589,0,10,0,35,89,430,18,7,,,,,
,Fridley,"28,008","1,632","1,650",1,13,32,45,168,"1,264",109,18,,,,,
,Golden Valley,"20,694",639,645,0,6,12,16,109,462,34,6,,,,,
,Ham Lake,"12,969",378,378,0,0,1,7,66,272,32,0,,,,,
,Hastings,"18,575",524,530,0,7,2,21,63,410,21,6,,,,,
,Hibbing,"17,419",314,315,0,5,1,6,77,204,21,1,,,,,
,Hopkins,"17,495",398,402,0,8,6,15,68,264,37,4,,,,,
,Hutchinson,"13,347",558,562,0,17,2,26,103,395,15,4,,,,,
,Inver Grove Heights,"30,357","1,032","1,045",1,14,7,31,156,746,77,13,,,,,
,Lakeville,"44,006",949,958,0,0,7,17,103,794,28,9,,,,,
,Lino Lakes,"17,133",331,331,0,4,0,8,35,255,29,0,,,,,
,Mankato,"33,088","1,998","1,998",0,26,6,35,237,"1,617",77,0,,,,,
,Maple Grove,"51,391","1,238","1,249",4,7,7,43,170,964,43,11,,,,,
,Maplewood,"35,659","2,562","2,582",0,17,26,57,233,"2,074",155,20,,,,,
,Marshall,"12,994",579,579,0,10,2,19,71,460,17,0,,,,,
,Minneapolis,"390,415","26,630","26,891",47,362,"1,794","1,920","4,433","14,641","3,433",261,,,,,
,Minnetonka,"52,346","1,270","1,278",0,11,15,19,224,945,56,8,,,,,
,Moorhead,"32,833","1,264","1,271",0,20,6,57,142,968,71,7,,,,,
,Mounds View,"12,997",584,587,0,8,5,16,62,447,46,3,,,,,
,New Brighton,"22,659",666,671,1,0,9,6,98,507,45,5,,,,,
,New Hope,"21,298",616,617,1,5,7,22,77,468,36,1,,,,,
,New Ulm,"13,871",353,357,0,2,1,9,52,272,17,4,,,,,
,Northfield,"17,497",615,617,0,2,3,20,91,462,37,2,,,,,
,North Mankato,"12,038",283,285,0,6,0,0,13,244,20,2,,,,,
,North St. Paul,"12,172",455,456,0,4,3,13,54,338,43,1,,,,,
,Oakdale,"27,196","1,259","1,268",0,20,8,38,115,981,97,9,,,,,
,Orono,"11,949",289,290,0,0,1,4,31,231,22,1,,,,,
,Owatonna,"22,891",836,853,0,12,3,27,200,558,36,17,,,,,
,Plymouth,"67,236","1,926","1,942",0,18,13,42,378,"1,383",92,16,,,,,
,Prior Lake,"16,241",594,594,1,11,7,25,81,429,40,0,,,,,
,Ramsey,"18,887",593,595,0,9,3,10,83,453,35,2,,,,,
,Red Wing,"16,444",775,783,0,9,4,25,90,605,42,8,,,,,
,Richfield,"35,140","1,363","1,380",1,16,53,76,207,887,123,17,,,,,
,Robbinsdale,"14,411",666,668,1,4,25,21,149,411,55,2,,,,,
,Rochester,"87,555","3,003","3,050",1,44,43,144,455,"2,136",180,47,,,,,
,Rosemount,"14,917",603,607,0,8,5,10,90,465,25,4,,,,,
,Roseville,"34,377","1,659","1,659",0,5,17,26,146,"1,344",121,0,,,,,
,Sauk Rapids,"10,421",334,343,0,7,2,4,32,285,4,9,,,,,
,Savage,"21,545",624,632,0,7,5,27,123,424,38,8,,,,,
,Shakopee,"20,987",747,750,0,5,5,21,95,576,45,3,,,,,
,Shoreview,"26,452",471,483,0,5,3,8,48,385,22,12,,,,,
,South Lake Minnetonka,"12,315",269,272,0,3,3,5,50,202,6,3,,,,,
,South St. Paul,"20,578",775,779,1,7,7,35,105,553,67,4,,,,,
,St. Cloud,"60,312","3,238",,0,51,37,103,306,"2,570",171,,,,,,
,Stillwater,"15,451",511,514,0,3,4,12,69,395,28,3,,,,,
,St. Louis Park,"45,026","1,398","1,416",0,9,26,20,164,"1,084",95,18,,,,,
,St. Paul,"293,002","17,803","18,011",13,192,973,"1,181","3,232","10,041","2,171",208,,,,,
,Vadnais Heights,"13,335",321,326,0,3,0,5,37,252,24,5,,,,,
,West St. Paul,"19,801","1,091","1,093",1,6,24,36,114,847,63,2,,,,,
,White Bear Lake,"24,821",889,896,0,1,6,14,179,635,54,7,,,,,
,Willmar,"18,725",852,861,0,28,2,39,102,648,33,9,,,,,
,Winona,"27,621",828,829,0,1,4,14,115,656,38,1,,,,,
,Woodbury,"47,409","1,154","1,163",0,8,6,26,149,904,61,9,,,,,
,Worthington,"11,513",363,364,0,2,3,17,66,268,7,1,,,,,
MISSISSIPPI,Biloxi,"51,127","3,852","3,873",2,29,120,178,921,"2,305",297,21,,,,,
,Brandon,"16,593",270,274,0,6,4,5,41,205,9,4,,,,,
,Columbus,"26,191","1,732","1,741",3,12,18,35,280,"1,298",86,9,,, ,,
,Greenwood,"18,601","1,470","1,471",4,7,37,38,324,990,70,1,,,, , 
,Grenada,"15,021",850,856,1,5,22,60,189,524,49,6,,,, ,
,Gulfport,"71,805","5,818","5,843",11,48,165,102,"1,168","3,856",468,25,,,,,
,Hattiesburg,"45,206","3,526","3,536",10,17,149,63,770,"2,358",159,10,,,,,
,Horn Lake,"14,234",981,987,0,11,16,27,91,754,82,6,,,,,
,Indianola,"12,181",812,817,2,7,16,43,205,520,19,5,,,,,
,Jackson,"186,012","17,648","17,721",49,182,"1,074",497,"4,377","8,669","2,800",73,,,,,
,Laurel,"18,568","1,920","1,924",1,10,63,90,271,"1,424",61,4,,,,,
,Long Beach,"17,485",665,671,1,2,14,3,159,442,44,6,,,,,
,Madison,"14,832",176,177,0,6,1,3,25,139,2,1,,,,,
,McComb,"13,464",806,806,0,1,19,47,140,534,65,0,,,,,
,Meridian,"40,349","1,812","1,836",2,22,63,81,534,955,155,24,,,,,
,Ocean Springs,"17,389",821,821,1,5,20,11,147,595,42,0,,,,,
,Olive Branch,"21,255",883,885,1,11,16,39,259,474,83,2,,,,,
,Pascagoula,"26,450","2,344","2,353",2,14,84,53,505,"1,436",250,9,,,,,
,Pearl,"22,170",953,955,0,38,24,57,317,451,66,2,,,,,
,Picayune,"10,636",747,751,0,9,9,19,111,553,46,4,,,,,
,Ridgeland,"20,365","1,029","1,031",1,6,27,10,78,867,40,2,,,,,
,Southaven,"29,254","2,057","2,060",1,2,35,21,174,"1,611",213,3,,,,,
,Starkville,"22,078","1,110","1,113",2,4,10,50,193,820,31,3,,,,,
,Tupelo,"34,537","2,230","2,233",1,23,55,47,489,"1,433",182,3,,,,,
,Vicksburg,"26,659","2,400","2,412",5,31,56,235,348,"1,551",174,12,,,,,
,West Point,"12,260",455,455,0,12,20,31,142,246,4,0,,,,,
MISSOURI,Arnold,"20,241","1,213","1,219",0,6,10,145,51,965,36,6,,,,,
,Ballwin,"31,715",352,354,0,0,0,18,76,241,17,2,,,,,
,Bellefontaine Neighbors,"11,427",572,574,0,0,15,21,82,348,106,2,,,,,
,Belton,"22,030",644,651,2,8,1,47,76,476,34,7,,,,,
,Berkeley,"10,202",774,780,2,2,28,85,116,336,205,6,,,,,
,Blue Springs,"48,745","1,972","1,983",0,13,30,56,268,"1,459",146,11,,,,,
,Bridgeton,"15,765","1,136","1,136",1,9,24,50,140,787,125,0,,,,,
,Cape Girardeau,"35,838","2,179","2,179",1,16,42,6,250,"1,820",44,0,,,,,
,Carthage,"12,843",496,496,0,4,4,23,69,379,17,0,,,,,
,Chesterfield,"47,449","1,018","1,024",0,4,13,23,169,786,23,6,,,,,
,Clayton,"13,002",449,451,0,0,4,7,35,372,31,2,,,,,
,Columbia,"85,700","3,837","3,850",2,31,90,287,432,"2,801",194,13,,,,,
,Crestwood,"12,027",965,966,0,5,3,47,35,847,28,1,,,,,
,Creve Coeur,"16,728",387,389,0,0,8,17,49,284,29,2,,,,,
,Excelsior Springs,"10,997",562,574,0,5,2,72,109,332,42,12,,,,,
,Farmington,"14,117",713,719,0,4,3,141,59,476,30,6,,,,,
,Ferguson,"22,716","1,559","1,560",1,12,44,36,247,973,246,1,,,,,
,Florissant,"51,195","1,287","1,287",0,2,39,31,171,919,125,0,,,,,
,Fulton,"12,295",325,328,0,6,2,20,51,231,15,3,,,,,
,Gladstone,"26,729",795,802,0,12,16,15,111,554,87,7,,,,,
,Grandview,"25,225","1,070","1,074",0,11,50,89,280,466,174,4,,,,,
,Hannibal,"18,003","1,071","1,076",1,11,11,59,211,739,39,5,,,,,
,Hazelwood,"26,568",786,786,0,7,16,73,132,444,114,0,,,,,
,Independence,"114,854","8,483","8,531",6,33,124,489,"1,210","5,833",788,48,,,,,
,Jackson,"12,112",303,304,0,1,5,17,41,226,13,1,,,,,
,Jefferson City,"40,184","1,596","1,613",1,10,37,237,213,"1,025",73,17,,,,,
,Jennings,"15,683","1,402","1,407",3,8,50,72,241,799,229,5,,,,,
